Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Season,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
562,Jhon Córdoba,co COL,FW,Mainz 05,de Bundesliga,23,1993,29,27,2345,26.1,5,3,8,5,0,0,8,1,0.19,0.12,0.31,0.19,0.31,Matches,2016-2017,,,,,,,,,,,,
563,Benjamin Corgnet,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,29,1987,10,3,397,4.4,1,0,1,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches,2016-2017,,,,,,,,,,,,
564,Jack Cork,eng ENG,MF,Swansea City,eng Premier League,27,1989,30,25,2232,24.8,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
565,Maxwel Cornet,ci CIV,"FW,MF",Lyon,fr Ligue 1,19,1996,33,19,1899,21.1,6,2,8,6,0,0,1,0,0.28,0.09,0.38,0.28,0.38,Matches,2016-2017,,,,,,,,,,,,
566,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,es La Liga,21,1995,31,10,1229,13.7,4,8,12,4,0,0,6,0,0.29,0.59,0.88,0.29,0.88,Matches,2016-2017,,,,,,,,,,,,
567,Joaquín Correa,ar ARG,"MF,FW",Sevilla,es La Liga,21,1994,26,15,1313,14.6,4,0,4,4,0,0,6,0,0.27,0.00,0.27,0.27,0.27,Matches,2016-2017,,,,,,,,,,,,
568,Uroš Ćosić,rs SRB,DF,Empoli,it Serie A,23,1992,14,8,961,10.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
569,Andrea Costa,it ITA,DF,Empoli,it Serie A,30,1986,26,25,2083,23.1,2,1,3,2,0,0,6,0,0.09,0.04,0.13,0.09,0.13,Matches,2016-2017,,,,,,,,,,,,
570,Danny da Costa,de GER,DF,Leverkusen,de Bundesliga,23,1993,3,1,111,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
571,Diego Costa,es ESP,FW,Chelsea,eng Premier League,27,1988,35,35,3082,34.2,20,7,27,20,0,1,10,0,0.58,0.20,0.79,0.58,0.79,Matches,2016-2017,,,,,,,,,,,,
572,Douglas Costa,br BRA,"MF,FW",Bayern Munich,de Bundesliga,25,1990,23,14,1420,15.8,4,4,8,4,0,0,2,0,0.25,0.25,0.51,0.25,0.51,Matches,2016-2017,,,,,,,,,,,,
573,Filippo Costa,it ITA,"DF,MF",Chievo,it Serie A,21,1995,1,0,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
574,Jaume Costa,es ESP,DF,Villarreal,es La Liga,28,1988,31,30,2680,29.8,1,3,4,1,0,0,13,1,0.03,0.10,0.13,0.03,0.13,Matches,2016-2017,,,,,,,,,,,,
575,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,32,1983,18,17,1541,17.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
576,David Costas,es ESP,DF,Celta Vigo,es La Liga,21,1995,1,1,90,1.0,0,1,1,0,0,0,1,0,0.00,1.00,1.00,0.00,1.00,Matches,2016-2017,,,,,,,,,,,,
577,Benoît Costil,fr FRA,GK,Rennes,fr Ligue 1,29,1987,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
578,Karim Coulibaly,fr FRA,"FW,MF",Nancy,fr Ligue 1,23,1993,9,6,560,6.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
579,Lassana Coulibaly,ml MLI,MF,Bastia,fr Ligue 1,20,1996,30,25,2277,25.3,0,2,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches,2016-2017,,,,,,,,,,,,
580,Mamadou Coulibaly,sn SEN,MF,Pescara,it Serie A,17,1999,9,6,486,5.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
581,Thibaut Courtois,be BEL,GK,Chelsea,eng Premier League,24,1992,36,36,3240,36.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
582,Philippe Coutinho,br BRA,"FW,MF",Liverpool,eng Premier League,24,1992,31,28,2227,24.7,13,8,21,13,0,0,2,0,0.53,0.32,0.85,0.53,0.85,Matches,2016-2017,,,,,,,,,,,,
583,Luca Crecco,it ITA,MF,Lazio,it Serie A,20,1995,3,0,56,0.6,1,0,1,1,0,0,0,0,1.61,0.00,1.61,1.61,1.61,Matches,2016-2017,,,,,,,,,,,,
584,Alessandro Crescenzi,it ITA,"DF,MF",Pescara,it Serie A,24,1991,21,14,1407,15.6,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches,2016-2017,,,,,,,,,,,,
585,Aaron Cresswell,eng ENG,"DF,MF",West Ham,eng Premier League,26,1989,26,24,2116,23.5,0,2,2,0,0,0,3,2,0.00,0.09,0.09,0.00,0.09,Matches,2016-2017,,,,,,,,,,,,
586,Lorenzo Crisetig,it ITA,MF,Crotone,it Serie A,23,1993,32,29,2538,28.2,0,1,1,0,0,0,12,2,0.00,0.04,0.04,0.00,0.04,Matches,2016-2017,,,,,,,,,,,,
587,Bryan Cristante,it ITA,MF,Atalanta,it Serie A,21,1995,12,7,664,7.4,3,2,5,3,0,0,1,0,0.41,0.27,0.68,0.41,0.68,Matches,2016-2017,,,,,,,,,,,,
588,Bryan Cristante,it ITA,MF,Pescara,it Serie A,21,1995,16,10,979,10.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
589,Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,22,1993,19,7,691,7.7,0,2,2,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,Matches,2016-2017,,,,,,,,,,,,
590,Enzo Crivelli,fr FRA,FW,Bastia,fr Ligue 1,21,1995,24,24,2073,23.0,10,1,11,10,0,1,7,2,0.43,0.04,0.48,0.43,0.48,Matches,2016-2017,,,,,,,,,,,,
591,Daniele Croce,it ITA,MF,Empoli,it Serie A,33,1982,35,32,2929,32.5,1,1,2,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,Matches,2016-2017,,,,,,,,,,,,
592,Luca Crosta,it ITA,GK,Cagliari,it Serie A,18,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
593,Peter Crouch,eng ENG,FW,Stoke City,eng Premier League,35,1981,27,13,1343,14.9,7,2,9,7,0,0,3,0,0.47,0.13,0.60,0.47,0.60,Matches,2016-2017,,,,,,,,,,,,
594,Juan Cuadrado,co COL,"MF,FW",Juventus,it Serie A,28,1988,30,21,2096,23.3,2,6,8,2,0,0,8,0,0.09,0.26,0.34,0.09,0.34,Matches,2016-2017,,,,,,,,,,,,
595,Andrés Cubas,py PAR,MF,Pescara,it Serie A,20,1996,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
596,Iván Cuéllar,es ESP,GK,Sporting Gijón,es La Liga,32,1984,36,36,3240,36.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
597,Isaac Cuenca,es ESP,"MF,DF",Granada,es La Liga,25,1991,25,18,1746,19.4,2,0,2,2,0,0,4,0,0.10,0.00,0.10,0.10,0.10,Matches,2016-2017,,,,,,,,,,,,
598,Joffrey Cuffaut,fr FRA,DF,Nancy,fr Ligue 1,28,1988,30,29,2568,28.5,1,1,2,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,Matches,2016-2017,,,,,,,,,,,,
599,Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,18,1998,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
600,Patrick Cutrone,it ITA,FW,Milan,it Serie A,18,1998,1,0,6,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
601,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,21,1995,29,27,2431,27.0,8,3,11,8,0,0,2,0,0.30,0.11,0.41,0.30,0.41,Matches,2016-2017,,,,,,,,,,,,
602,Marco D'Alessandro,it ITA,"MF,FW",Atalanta,it Serie A,25,1991,24,4,767,8.5,1,1,2,1,0,0,2,0,0.12,0.12,0.23,0.12,0.23,Matches,2016-2017,,,,,,,,,,,,
603,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,27,1988,32,32,2829,31.4,3,3,6,3,0,0,4,0,0.10,0.10,0.19,0.10,0.19,Matches,2016-2017,,,,,,,,,,,,
604,Damien Da Silva,fr FRA,DF,Caen,fr Ligue 1,28,1988,36,36,3167,35.2,0,2,2,0,0,0,4,3,0.00,0.06,0.06,0.00,0.06,Matches,2016-2017,,,,,,,,,,,,
605,Bryan Dabo,bf BFA,"MF,DF",Saint-Étienne,fr Ligue 1,24,1992,14,8,643,7.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
606,Mouhamadou Dabo,fr FRA,DF,Caen,fr Ligue 1,29,1986,2,2,146,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
607,Mahmoud Dahoud,de GER,MF,M'Gladbach,de Bundesliga,20,1996,28,26,2274,25.3,2,6,8,2,0,0,3,0,0.08,0.24,0.32,0.08,0.32,Matches,2016-2017,,,,,,,,,,,,
608,Dario Dainelli,it ITA,DF,Chievo,it Serie A,37,1979,26,25,2191,24.3,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
609,Felipe dal Belo,br BRA,DF,Udinese,it Serie A,32,1984,32,31,2813,31.3,1,0,1,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,Matches,2016-2017,,,,,,,,,,,,
610,Maurice Dalé,fr FRA,FW,Nancy,fr Ligue 1,31,1985,25,16,1462,16.2,3,4,7,3,0,0,1,0,0.18,0.25,0.43,0.18,0.43,Matches,2016-2017,,,,,,,,,,,,
611,Gaël Danic,fr FRA,MF,Bastia,fr Ligue 1,34,1981,29,19,1843,20.5,4,3,7,4,0,0,8,2,0.20,0.15,0.34,0.20,0.34,Matches,2016-2017,,,,,,,,,,,,
612,Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,29,1986,34,34,3060,34.0,4,3,7,4,0,0,1,0,0.12,0.09,0.21,0.12,0.21,Matches,2016-2017,,,,,,,,,,,,
613,Danilo,br BRA,DF,Real Madrid,es La Liga,25,1991,17,17,1485,16.5,1,2,3,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,Matches,2016-2017,,,,,,,,,,,,
614,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,29,1987,23,19,1797,20.0,3,1,4,3,0,0,2,0,0.15,0.05,0.20,0.15,0.20,Matches,2016-2017,,,,,,,,,,,,
615,Kevin Danso,at AUT,DF,Augsburg,de Bundesliga,17,1998,7,7,612,6.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
616,Dante,br BRA,DF,Nice,fr Ligue 1,32,1983,33,33,2970,33.0,0,3,3,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,Matches,2016-2017,,,,,,,,,,,,
617,Romain Danzé,fr FRA,DF,Rennes,fr Ligue 1,30,1986,35,34,3092,34.4,0,2,2,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,2016-2017,,,,,,,,,,,,
618,Sergi Darder,es ESP,MF,Lyon,fr Ligue 1,22,1993,23,15,1414,15.7,1,2,3,1,0,0,3,0,0.06,0.13,0.19,0.06,0.19,Matches,2016-2017,,,,,,,,,,,,
619,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,25,1990,25,21,2041,22.7,2,2,4,2,0,0,6,0,0.09,0.09,0.18,0.09,0.18,Matches,2016-2017,,,,,,,,,,,,
620,Matteo Darmian,it ITA,DF,Manchester Utd,eng Premier League,26,1989,18,15,1333,14.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
621,Ben Davies,wls WAL,"DF,MF",Tottenham,eng Premier League,23,1993,23,18,1739,19.3,1,3,4,1,0,0,1,0,0.05,0.16,0.21,0.05,0.21,Matches,2016-2017,,,,,,,,,,,,
622,Curtis Davies,eng ENG,DF,Hull City,eng Premier League,31,1985,26,25,2135,23.7,0,2,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches,2016-2017,,,,,,,,,,,,
623,Tom Davies,eng ENG,MF,Everton,eng Premier League,18,1998,24,18,1544,17.2,2,3,5,2,0,0,4,0,0.12,0.17,0.29,0.12,0.29,Matches,2016-2017,,,,,,,,,,,,
624,Steven Davis,nir NIR,MF,Southampton,eng Premier League,31,1985,32,29,2643,29.4,0,3,3,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,2016-2017,,,,,,,,,,,,
625,Craig Dawson,eng ENG,DF,West Brom,eng Premier League,26,1990,37,37,3276,36.4,4,0,4,4,0,0,10,0,0.11,0.00,0.11,0.11,0.11,Matches,2016-2017,,,,,,,,,,,,
626,Michael Dawson,eng ENG,DF,Hull City,eng Premier League,32,1983,22,19,1722,19.1,3,0,3,3,0,0,4,0,0.16,0.00,0.16,0.16,0.16,Matches,2016-2017,,,,,,,,,,,,
627,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,25,1991,36,33,2877,32.0,6,17,23,6,0,1,4,0,0.19,0.53,0.72,0.19,0.72,Matches,2016-2017,,,,,,,,,,,,
628,Pietro De Giorgio,it ITA,MF,Crotone,it Serie A,33,1983,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
629,Sebastien De Maio,fr FRA,DF,Fiorentina,it Serie A,29,1987,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
630,Rodrigo De Paul,ar ARG,"FW,MF",Udinese,it Serie A,22,1994,34,32,2337,26.0,4,1,5,4,0,0,7,1,0.15,0.04,0.19,0.15,0.19,Matches,2016-2017,,,,,,,,,,,,
631,Nill De Pauw,cd COD,"FW,MF",Guingamp,fr Ligue 1,26,1990,28,3,761,8.5,4,2,6,4,0,0,1,0,0.47,0.24,0.71,0.47,0.71,Matches,2016-2017,,,,,,,,,,,,
632,Daniele De Rossi,it ITA,MF,Roma,it Serie A,33,1983,31,27,2341,26.0,4,4,8,2,2,2,9,0,0.15,0.15,0.31,0.08,0.23,Matches,2016-2017,,,,,,,,,,,,
633,Morgan De Sanctis,it ITA,GK,Monaco,fr Ligue 1,39,1977,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
634,Mattia De Sciglio,it ITA,DF,Milan,it Serie A,23,1992,25,23,2091,23.2,0,2,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches,2016-2017,,,,,,,,,,,,
635,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,28,1988,16,15,1254,13.9,1,3,4,1,0,0,1,0,0.07,0.22,0.29,0.07,0.29,Matches,2016-2017,,,,,,,,,,,,
636,Lucas Deaux,fr FRA,MF,Guingamp,fr Ligue 1,27,1988,38,35,3075,34.2,2,5,7,2,0,0,4,0,0.06,0.15,0.20,0.06,0.20,Matches,2016-2017,,,,,,,,,,,,
637,Mathieu Debuchy,fr FRA,DF,Arsenal,eng Premier League,31,1985,1,1,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
638,Troy Deeney,eng ENG,FW,Watford,eng Premier League,28,1988,37,31,2944,32.7,10,4,14,7,3,3,7,0,0.31,0.12,0.43,0.21,0.34,Matches,2016-2017,,,,,,,,,,,,
639,Jermain Defoe,eng ENG,FW,Sunderland,eng Premier League,33,1982,37,37,3321,36.9,15,2,17,10,5,5,1,0,0.41,0.05,0.46,0.27,0.33,Matches,2016-2017,,,,,,,,,,,,
640,Steven Defour,be BEL,MF,Burnley,eng Premier League,28,1988,21,16,1068,11.9,1,3,4,1,0,0,1,0,0.08,0.25,0.34,0.08,0.34,Matches,2016-2017,,,,,,,,,,,,
641,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,25,1991,29,23,1954,21.7,12,2,14,11,1,1,1,0,0.55,0.09,0.64,0.51,0.60,Matches,2016-2017,,,,,,,,,,,,
642,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,20,1995,5,3,244,2.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
643,Damien Delaney,ie IRL,DF,Crystal Palace,eng Premier League,35,1981,30,21,2014,22.4,0,2,2,0,0,0,8,0,0.00,0.09,0.09,0.00,0.09,Matches,2016-2017,,,,,,,,,,,,
644,Thomas Delaney,dk DEN,MF,Werder Bremen,de Bundesliga,24,1991,13,11,916,10.2,4,1,5,4,0,0,3,0,0.39,0.10,0.49,0.39,0.49,Matches,2016-2017,,,,,,,,,,,,
645,Jonathan Delaplace,fr FRA,MF,Caen,fr Ligue 1,30,1986,33,31,2637,29.3,0,4,4,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,Matches,2016-2017,,,,,,,,,,,,
646,Paul Delecroix,gw GNB,GK,Lorient,fr Ligue 1,27,1988,7,7,630,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
647,Cristian Dell'Orco,it ITA,DF,Sassuolo,it Serie A,22,1994,9,9,775,8.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
648,Andy Delort,dz ALG,FW,Toulouse,fr Ligue 1,24,1991,15,15,1218,13.5,5,1,6,4,1,2,0,0,0.37,0.07,0.44,0.30,0.37,Matches,2016-2017,,,,,,,,,,,,
649,Fabian Delph,eng ENG,MF,Manchester City,eng Premier League,26,1989,7,2,224,2.5,1,0,1,1,0,0,1,0,0.40,0.00,0.40,0.40,0.40,Matches,2016-2017,,,,,,,,,,,,
650,Mousa Dembélé,be BEL,MF,Tottenham,eng Premier League,29,1987,30,24,2056,22.8,1,1,2,1,0,0,5,0,0.04,0.04,0.09,0.04,0.09,Matches,2016-2017,,,,,,,,,,,,
651,Ousmane Dembélé,fr FRA,"MF,FW",Dortmund,de Bundesliga,19,1997,32,22,2036,22.6,6,11,17,6,0,0,7,0,0.27,0.49,0.75,0.27,0.75,Matches,2016-2017,,,,,,,,,,,,
652,Martín Demichelis,ar ARG,DF,Málaga,es La Liga,35,1980,10,7,678,7.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
653,Martín Demichelis,ar ARG,DF,Espanyol,es La Liga,35,1980,2,1,99,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
654,Kerem Demirbay,de GER,MF,Hoffenheim,de Bundesliga,23,1993,28,27,2169,24.1,6,8,14,6,0,0,4,0,0.25,0.33,0.58,0.25,0.58,Matches,2016-2017,,,,,,,,,,,,
655,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,24,1991,32,32,2870,31.9,1,3,4,1,0,0,4,0,0.03,0.09,0.13,0.03,0.13,Matches,2016-2017,,,,,,,,,,,,
656,Jason Denayer,be BEL,"MF,DF",Sunderland,eng Premier League,21,1995,24,22,1877,20.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
657,Fabio Depaoli,it ITA,"MF,DF",Chievo,it Serie A,19,1997,6,5,446,5.0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
658,Quentin Depehi,fr FRA,FW,Toulouse,fr Ligue 1,19,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
659,Mathieu Deplagne,fr FRA,DF,Montpellier,fr Ligue 1,24,1991,19,14,1125,12.5,0,1,1,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches,2016-2017,,,,,,,,,,,,
660,Mike van der Hoorn,nl NED,DF,Swansea City,eng Premier League,23,1992,8,7,662,7.4,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,2016-2017,,,,,,,,,,,,
661,Daniele Dessena,it ITA,MF,Cagliari,it Serie A,29,1987,18,16,1185,13.2,2,0,2,2,0,0,4,1,0.15,0.00,0.15,0.15,0.15,Matches,2016-2017,,,,,,,,,,,,
662,Mattia Destro,it ITA,FW,Bologna,it Serie A,25,1991,30,28,2467,27.4,11,0,11,11,0,1,4,0,0.40,0.00,0.40,0.40,0.40,Matches,2016-2017,,,,,,,,,,,,
663,Gerard Deulofeu,es ESP,"FW,MF",Everton,eng Premier League,22,1994,11,4,460,5.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
664,Gerard Deulofeu,es ESP,"FW,MF",Milan,it Serie A,22,1994,17,16,1459,16.2,4,3,7,4,0,0,4,0,0.25,0.19,0.43,0.25,0.43,Matches,2016-2017,,,,,,,,,,,,
665,Deyverson,br BRA,FW,Alavés,es La Liga,25,1991,32,29,2580,28.7,7,1,8,7,0,0,14,0,0.24,0.03,0.28,0.24,0.28,Matches,2016-2017,,,,,,,,,,,,
666,Federico Di Francesco,it ITA,"FW,MF",Bologna,it Serie A,22,1994,24,11,1088,12.1,4,3,7,4,0,0,3,1,0.33,0.25,0.58,0.33,0.58,Matches,2016-2017,,,,,,,,,,,,
667,Davide Di Gennaro,it ITA,"MF,FW",Cagliari,it Serie A,28,1988,20,17,1434,15.9,2,5,7,2,0,0,5,2,0.13,0.31,0.44,0.13,0.44,Matches,2016-2017,,,,,,,,,,,,
668,Ángel Di María,ar ARG,FW,Paris S-G,fr Ligue 1,28,1988,29,24,2036,22.6,6,7,13,6,0,0,1,1,0.27,0.31,0.57,0.27,0.57,Matches,2016-2017,,,,,,,,,,,,
669,Nunzio Di Roberto,it ITA,FW,Crotone,it Serie A,30,1985,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
670,Franco Di Santo,ar ARG,"FW,MF",Schalke 04,de Bundesliga,27,1989,12,3,323,3.6,0,2,2,0,0,0,2,0,0.00,0.56,0.56,0.00,0.56,Matches,2016-2017,,,,,,,,,,,,
671,Issiar Dia,sn SEN,FW,Nancy,fr Ligue 1,29,1987,31,22,2000,22.2,8,3,11,7,1,1,3,0,0.36,0.14,0.50,0.32,0.45,Matches,2016-2017,,,,,,,,,,,,
672,Cheick Diabaté,ml MLI,FW,Metz,fr Ligue 1,28,1988,14,12,1055,11.7,8,1,9,5,3,3,2,0,0.68,0.09,0.77,0.43,0.51,Matches,2016-2017,,,,,,,,,,,,
673,Abou Diaby,fr FRA,MF,Marseille,fr Ligue 1,30,1986,2,2,128,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
674,Fallou Diagne,sn SEN,MF,Metz,fr Ligue 1,26,1989,12,12,999,11.1,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
675,Fallou Diagne,sn SEN,DF,Werder Bremen,de Bundesliga,26,1989,2,2,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
676,Modou Diagne,sn SEN,DF,Nancy,fr Ligue 1,22,1994,22,21,1846,20.5,1,0,1,1,0,0,1,1,0.05,0.00,0.05,0.05,0.05,Matches,2016-2017,,,,,,,,,,,,
677,Adama Diakhaby,fr FRA,MF,Rennes,fr Ligue 1,20,1996,25,3,728,8.1,4,0,4,3,1,1,2,0,0.49,0.00,0.49,0.37,0.37,Matches,2016-2017,,,,,,,,,,,,
678,Mouctar Diakhaby,gn GUI,DF,Lyon,fr Ligue 1,19,1996,22,22,1929,21.4,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches,2016-2017,,,,,,,,,,,,
679,Abdou Diallo,sn SEN,DF,Monaco,fr Ligue 1,20,1996,5,4,388,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
680,Habib Diallo,sn SEN,"FW,MF",Metz,fr Ligue 1,21,1995,19,7,832,9.2,1,1,2,1,0,0,0,0,0.11,0.11,0.22,0.11,0.22,Matches,2016-2017,,,,,,,,,,,,
681,Mustapha Diallo,sn SEN,MF,Guingamp,fr Ligue 1,30,1986,26,22,1744,19.4,5,1,6,5,0,0,8,2,0.26,0.05,0.31,0.26,0.31,Matches,2016-2017,,,,,,,,,,,,
682,Sadio Diallo,gn GUI,"MF,FW",Bastia,fr Ligue 1,25,1990,28,20,1417,15.7,3,3,6,3,0,0,3,0,0.19,0.19,0.38,0.19,0.38,Matches,2016-2017,,,,,,,,,,,,
683,Alessandro Diamanti,it ITA,"FW,MF",Palermo,it Serie A,33,1983,31,18,1698,18.9,1,5,6,1,0,0,8,1,0.05,0.27,0.32,0.05,0.32,Matches,2016-2017,,,,,,,,,,,,
684,Alou Diarra,fr FRA,MF,Nancy,fr Ligue 1,35,1981,18,16,1291,14.3,2,0,2,2,0,0,7,0,0.14,0.00,0.14,0.14,0.14,Matches,2016-2017,,,,,,,,,,,,
685,Lassana Diarra,fr FRA,MF,Marseille,fr Ligue 1,31,1985,11,8,729,8.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
686,Amadou Diawara,gn GUI,MF,Napoli,it Serie A,19,1997,18,10,1046,11.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
687,Marcelo Díaz,cl CHI,MF,Celta Vigo,es La Liga,29,1986,26,17,1648,18.3,1,2,3,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16,Matches,2016-2017,,,,,,,,,,,,
688,Víctor Díaz,es ESP,DF,Leganés,es La Liga,28,1988,23,20,1810,20.1,1,1,2,1,0,0,6,0,0.05,0.05,0.10,0.05,0.10,Matches,2016-2017,,,,,,,,,,,,
689,Daniel Didavi,de GER,MF,Wolfsburg,de Bundesliga,26,1990,18,11,986,11.0,4,2,6,4,0,0,0,0,0.37,0.18,0.55,0.37,0.55,Matches,2016-2017,,,,,,,,,,,,
